Actual,Predicted
51.0,54.54085184027676
20.0,56.308055722691996
46.0,55.42445378148438
28.0,55.42445378148438
41.0,55.71898776188692
59.0,56.013521742289456
48.0,54.24631785987422
87.0,56.013521742289456
37.0,56.308055722691996
73.0,55.12991980108184
66.0,55.12991980108184
30.0,55.12991980108184
61.0,53.95178387947168
45.0,54.54085184027676
52.0,55.12991980108184
41.0,54.8353858206793
63.0,56.013521742289456
78.0,55.71898776188692
63.0,55.12991980108184
42.0,54.24631785987422
59.0,55.71898776188692
15.0,54.54085184027676
38.0,56.308055722691996
76.0,55.12991980108184
84.0,54.54085184027676
32.0,54.24631785987422
30.0,54.24631785987422
92.0,56.60258970309454
52.0,55.42445378148438
57.0,55.42445378148438
60.0,54.54085184027676
35.0,56.60258970309454
42.0,56.013521742289456
53.0,54.54085184027676
36.0,54.54085184027676
64.0,55.42445378148438
45.0,56.013521742289456
47.0,54.24631785987422
76.0,56.308055722691996
79.0,55.71898776188692
79.0,54.8353858206793
74.0,55.12991980108184
69.0,56.013521742289456
93.0,54.24631785987422
72.0,55.71898776188692
64.0,54.8353858206793
73.0,53.95178387947168
68.0,54.8353858206793
73.0,56.60258970309454
39.0,56.308055722691996
72.0,55.42445378148438
57.0,55.12991980108184
74.0,56.60258970309454
88.0,56.308055722691996
70.0,56.013521742289456
89.0,55.71898776188692
74.0,54.8353858206793
86.0,54.8353858206793
74.0,53.95178387947168
62.0,55.71898776188692
39.0,55.42445378148438
35.0,55.42445378148438
17.0,54.8353858206793
83.0,56.013521742289456
80.0,56.013521742289456
36.0,56.013521742289456
31.0,56.308055722691996
68.0,54.24631785987422
38.0,54.8353858206793
70.0,55.42445378148438
61.0,53.95178387947168
93.0,54.8353858206793
88.0,56.308055722691996
95.0,56.60258970309454
68.0,54.8353858206793
40.0,54.54085184027676
66.0,56.308055722691996
42.0,55.42445378148438
47.0,56.60258970309454
76.0,55.12991980108184
64.0,56.013521742289456
58.0,55.71898776188692
66.0,54.54085184027676
52.0,55.12991980108184
58.0,54.54085184027676
35.0,55.42445378148438
26.0,54.8353858206793
81.0,56.60258970309454
69.0,55.42445378148438
27.0,54.24631785987422
20.0,54.54085184027676
23.0,55.12991980108184
33.0,56.60258970309454
78.0,54.54085184027676
95.0,56.60258970309454
80.0,54.24631785987422
67.0,54.8353858206793
89.0,53.95178387947168
82.0,54.8353858206793
65.0,55.71898776188692
86.0,55.12991980108184
28.0,56.013521742289456
38.0,55.71898776188692
55.0,55.71898776188692
18.0,53.95178387947168
73.0,55.12991980108184
49.0,54.24631785987422
80.0,55.42445378148438
72.0,54.54085184027676
40.0,54.54085184027676
51.0,55.42445378148438
21.0,55.42445378148438
39.0,54.54085184027676
22.0,54.54085184027676
26.0,56.013521742289456
27.0,53.95178387947168
49.0,56.308055722691996
24.0,55.12991980108184
23.0,53.95178387947168
52.0,55.42445378148438
39.0,54.54085184027676
79.0,53.95178387947168
85.0,56.013521742289456
47.0,54.24631785987422
49.0,56.308055722691996
59.0,55.12991980108184
53.0,56.308055722691996
68.0,54.24631785987422
73.0,53.95178387947168
58.0,54.24631785987422
67.0,55.42445378148438
52.0,56.013521742289456
66.0,55.71898776188692
67.0,56.013521742289456
20.0,56.013521742289456
88.0,55.42445378148438
57.0,54.24631785987422
36.0,55.12991980108184
39.0,55.42445378148438
17.0,56.308055722691996
43.0,56.60258970309454
12.0,54.8353858206793
43.0,53.95178387947168
47.0,54.24631785987422
63.0,54.54085184027676
40.0,55.71898776188692
37.0,56.013521742289456
67.0,54.24631785987422
20.0,54.24631785987422
29.0,56.013521742289456
40.0,54.8353858206793
46.0,53.95178387947168
79.0,54.54085184027676
45.0,54.54085184027676
70.0,55.42445378148438
20.0,56.308055722691996
35.0,54.8353858206793
36.0,54.24631785987422
50.0,55.42445378148438
19.0,55.71898776188692
74.0,54.8353858206793
30.0,55.42445378148438
67.0,54.8353858206793
34.0,56.60258970309454
42.0,56.308055722691996
76.0,54.24631785987422
71.0,54.8353858206793
17.0,53.95178387947168
53.0,53.95178387947168
57.0,56.013521742289456
49.0,56.60258970309454
66.0,54.24631785987422
52.0,54.8353858206793
60.0,55.42445378148438
85.0,56.308055722691996
39.0,53.95178387947168
43.0,56.308055722691996
76.0,54.24631785987422
57.0,55.71898776188692
52.0,54.24631785987422
38.0,56.013521742289456
43.0,54.54085184027676
57.0,56.013521742289456
29.0,56.013521742289456
58.0,53.95178387947168
54.0,56.308055722691996
75.0,56.308055722691996
48.0,56.013521742289456
36.0,54.8353858206793
64.0,54.54085184027676
64.0,55.71898776188692
78.0,55.42445378148438
73.0,55.12991980108184
93.0,56.60258970309454
39.0,53.95178387947168
72.0,54.24631785987422
33.0,54.24631785987422
21.0,53.95178387947168
48.0,54.24631785987422
81.0,56.60258970309454
35.0,55.12991980108184
68.0,56.60258970309454
75.0,56.308055722691996
46.0,55.12991980108184
88.0,55.42445378148438
38.0,56.308055722691996
28.0,56.60258970309454
72.0,55.42445378148438
37.0,55.42445378148438
89.0,56.308055722691996
57.0,54.8353858206793
26.0,53.95178387947168
22.0,54.24631785987422
30.0,53.95178387947168
20.0,56.308055722691996
70.0,55.12991980108184
11.0,55.12991980108184
19.0,56.60258970309454
20.0,53.95178387947168
43.0,54.8353858206793
47.0,56.60258970309454
46.0,54.24631785987422
78.0,55.71898776188692
26.0,55.42445378148438
25.0,55.42445378148438
47.0,55.71898776188692
28.0,54.24631785987422
41.0,56.60258970309454
59.0,53.95178387947168
72.0,55.12991980108184
82.0,55.12991980108184
63.0,54.54085184027676
35.0,54.54085184027676
82.0,56.308055722691996
82.0,54.24631785987422
65.0,55.12991980108184
63.0,53.95178387947168
17.0,56.013521742289456
62.0,56.60258970309454
39.0,55.71898776188692
40.0,56.308055722691996
61.0,53.95178387947168
45.0,56.013521742289456
74.0,55.71898776188692
70.0,55.42445378148438
72.0,55.42445378148438
57.0,56.013521742289456
46.0,56.308055722691996
43.0,56.308055722691996
75.0,55.12991980108184
38.0,54.8353858206793
60.0,56.013521742289456
67.0,53.95178387947168
74.0,56.60258970309454
78.0,55.42445378148438
81.0,54.54085184027676
67.0,55.71898776188692
66.0,56.60258970309454
57.0,54.54085184027676
62.0,53.95178387947168
38.0,56.013521742289456
55.0,56.013521742289456
48.0,54.24631785987422
32.0,55.12991980108184
11.0,54.8353858206793
76.0,55.71898776188692
41.0,54.54085184027676
19.0,56.60258970309454
53.0,56.60258970309454
79.0,56.308055722691996
19.0,53.95178387947168
62.0,54.54085184027676
71.0,55.12991980108184
44.0,56.60258970309454
73.0,55.12991980108184
59.0,55.71898776188692
58.0,56.60258970309454
41.0,54.54085184027676
87.0,56.308055722691996
46.0,56.308055722691996
34.0,56.308055722691996
58.0,56.60258970309454
49.0,54.24631785987422
26.0,54.8353858206793
37.0,55.71898776188692
71.0,53.95178387947168
50.0,54.54085184027676
62.0,55.12991980108184
